ID_Funcionario,Apelido,Area,Cargo,Anos_na_Empresa,Aval_Valores,Descricao_Valores,Aval_Performace,Desc_Performace,Aval_Equipe,Desc__Equipe
457,Águia,Financeiro,Assistente Financeiro,"3,1",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
458,Águia,Operação,Motorista,1,3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
459,Falcão,Financeiro,Analista Financeiro,"0,5",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
460,Eco,Atendimento,Atendente,"1,4",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
461,Aurora,Administrativo,Coordenador Administrativo,"0,7",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
462,Lua,Atendimento,Supervisor Atendimento,"6,9",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
463,Falcão,Marketing,Analista Marketing,"17,9",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
464,Águia,Financeiro,Assistente Financeiro,"1,3",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
465,Eco,Planejamento,Analista Planejamento,"0,7",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
466,Falcão,Administrativo,Assistente Administrativo,"2,7",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
467,Panda,Administrativo,Assistente Administrativo,"1,2",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
468,Cometa,Operação,Motorista,"0,4",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
469,Eco,Operação,Fiscal Operacional,"5,9",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
470,Trovão,Operação,Supervisor Operacional,"0,3",4,Alinhado aos valores,5,Muito acima do esperado,3,Neutro
471,Pixel,Manutenção,Eletricista,"0,7",3,Neutro,5,Muito acima do esperado,4,Satisfeito com a equipe
472,Vento,Operação,Supervisor Operacional,"1,7",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
473,Aurora,Tecnologia,Analista de Sistemas,"0,5",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
474,Jade,Operação,Supervisor Operacional,"0,7",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
475,Aurora,Marketing,Assistente Marketing,"14,7",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
476,Lobo,Comercial,Analista Comercial,"19,7",5,Muito alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
477,Águia,Financeiro,Analista Financeiro,14,4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
478,Panda,Administrativo,Analista Administrativo,"0,7",3,Neutro,4,Acima do esperado,4,Satisfeito com a equipe
479,Cometa,Administrativo,Analista Administrativo,"4,6",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
480,Vento,Operação,Fiscal Operacional,"2,2",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
481,Águia,Operação,Supervisor Operacional,"2,5",3,Neutro,4,Acima do esperado,5,Muito satisfeito com a equipe
482,Delta,Operação,Despachante,"6,9",3,Neutro,4,Acima do esperado,3,Neutro
483,Trovão,Manutenção,Eletricista,"0,7",4,Alinhado aos valores,3,Dentro do esperado,3,Neutro
484,Vento,Tecnologia,Desenvolvedor,"0,8",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
485,Vento,Operação,Supervisor Operacional,2,4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
486,Sirius,Atendimento,Atendente,"8,9",5,Muito alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
487,Panda,RH,Analista RH,"2,2",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
488,Sirius,RH,Business Partner,"12,2",5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
489,Panda,Marketing,Analista Marketing,25,5,Muito alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
490,Safira,Financeiro,Analista Financeiro,"2,2",4,Alinhado aos valores,3,Dentro do esperado,4,Satisfeito com a equipe
491,Aurora,Atendimento,Atendente,"14,6",4,Alinhado aos valores,4,Acima do esperado,5,Muito satisfeito com a equipe
492,Vento,Comercial,Analista Comercial,"2,9",4,Alinhado aos valores,5,Muito acima do esperado,4,Satisfeito com a equipe
493,Sirius,Financeiro,Analista Financeiro,"1,2",3,Neutro,5,Muito acima do esperado,5,Muito satisfeito com a equipe
494,Cometa,Manutenção,Mecânico,"0,3",4,Alinhado aos valores,4,Acima do esperado,3,Neutro
495,Panda,Administrativo,Analista Administrativo,"6,6",4,Alinhado aos valores,3,Dentro do esperado,5,Muito satisfeito com a equipe
496,Lobo,Manutenção,Técnico de Manutenção,"1,5",5,Muito alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
497,Eco,RH,Business Partner,"8,7",4,Alinhado aos valores,5,Muito acima do esperado,5,Muito satisfeito com a equipe
498,Nuvem,Manutenção,Eletricista,"5,6",3,Neutro,2,Abaixo do esperado,3,Neutro
499,Trovão,Operação,Fiscal Operacional,"5,6",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
500,Falcão,Manutenção,Auxiliar de Manutenção,"14,4",4,Alinhado aos valores,4,Acima do esperado,4,Satisfeito com a equipe
